Total Time,ChatGPT Time,Shodan Time,Solution Time
3.5168566703796387,1.8554737567901611,1.6613759994506836,7.152557373046875e-07
3.2236123085021973,1.5113952159881592,1.7122139930725098,2.1457672119140625e-06
1.6017560958862305,1.474829912185669,0.12691879272460938,4.0531158447265625e-06
1.5252859592437744,1.2554130554199219,0.2698650360107422,4.76837158203125e-06
0.8479509353637695,0.7270216941833496,0.12092113494873047,4.76837158203125e-06
0.9780499935150146,0.8583250045776367,0.11971306800842285,9.059906005859375e-06
62.70418882369995,0.9716949462890625,61.7324857711792,5.0067901611328125e-06
16.44104790687561,1.0907421112060547,15.350296974182129,5.0067901611328125e-06
1.3102316856384277,1.0909368991851807,0.21928811073303223,4.76837158203125e-06
1.2952682971954346,1.179650068283081,0.11561107635498047,5.0067901611328125e-06
19.249105215072632,1.1846702098846436,1.6663780212402344,16.398052215576172
14.074769973754883,1.19331693649292,0.12435293197631836,12.757096767425537
16.198011875152588,1.4299049377441406,0.15093588829040527,14.617170095443726
17.30418300628662,1.1949918270111084,0.21427607536315918,15.894911050796509
28.6406090259552,5.762478828430176,7.6757283210754395,15.202399015426636
20.16006302833557,2.338473081588745,0.13992905616760254,17.681655883789062
20.682461261749268,1.2257609367370605,0.3969240188598633,19.059772968292236
16.69137692451477,1.0870678424835205,0.4233729839324951,15.180931091308594
17.526689052581787,1.403677225112915,0.12294220924377441,16.000065803527832
18.516951084136963,1.7183542251586914,0.23480606079101562,16.563787937164307
2.9368083477020264,2.667922019958496,0.2688779830932617,5.0067901611328125e-06
1.3337581157684326,1.0581130981445312,0.2756359577178955,5.0067901611328125e-06
1.2593836784362793,0.9871697425842285,0.2722041606903076,5.245208740234375e-06
15.646481990814209,1.2354202270507812,0.45636510848999023,13.95469331741333
1.6146070957183838,1.0909130573272705,0.5236821174621582,8.821487426757812e-06
2.5446181297302246,1.0846898555755615,1.4599192142486572,5.0067901611328125e-06
1.505059003829956,1.0905869007110596,0.41446399688720703,5.245208740234375e-06
1.1119370460510254,0.9848182201385498,0.12711095809936523,5.0067901611328125e-06
2.5453760623931885,2.424293279647827,0.12107396125793457,5.0067901611328125e-06
1.0955090522766113,0.9664099216461182,0.1290900707244873,6.198883056640625e-06
1.4087018966674805,1.0627059936523438,0.34598708152770996,5.0067901611328125e-06
0.9492020606994629,0.8207871913909912,0.12840914726257324,4.0531158447265625e-06
0.9981091022491455,0.8810930252075195,0.11700797080993652,4.0531158447265625e-06
1.4907798767089844,0.8660192489624023,0.6247518062591553,4.76837158203125e-06
3.8026480674743652,3.0495290756225586,0.7531111240386963,3.814697265625e-06
2.1319899559020996,0.7628140449523926,1.3691682815551758,4.0531158447265625e-06
1.2949528694152832,0.7781879901885986,0.5167520046234131,6.198883056640625e-06
1.5386171340942383,1.3955562114715576,0.14305424690246582,5.0067901611328125e-06
1.283862829208374,0.779181718826294,0.5046770572662354,7.152557373046875e-07
0.7710702419281006,0.6522302627563477,0.11883187294006348,4.0531158447265625e-06
19.244676113128662,0.8936271667480469,1.5842170715332031,16.766829252243042
18.567561864852905,1.3273718357086182,0.3844928741455078,16.85569405555725
18.42379331588745,1.2777462005615234,0.7003157138824463,16.44572687149048
17.78650689125061,1.2155430316925049,0.22136998176574707,16.349590063095093
17.302162885665894,1.1911540031433105,1.9033188819885254,14.207684993743896
17.8610737323761,1.1297321319580078,0.1538407802581787,16.577497720718384
19.991923809051514,1.4009568691253662,3.565664052963257,15.025300025939941
19.99296474456787,1.1931257247924805,0.22497200965881348,18.574862957000732
17.59054684638977,0.9980096817016602,0.6155252456665039,15.97701096534729
21.03767204284668,1.0872609615325928,0.19583988189697266,19.754565954208374
